22/02/2009 14:34:39 NumUsers: 0 WSAPISock2Usr: 0
22/02/2009 15:06:58 NumUsers: 0 WSAPISock2Usr: 0
22/02/2009 15:11:58 NumUsers: 0 WSAPISock2Usr: 0
22/02/2009 15:16:58 NumUsers: 0 WSAPISock2Usr: 0
22/02/2009 15:21:58 NumUsers: 0 WSAPISock2Usr: 0
22/02/2009 16:50:08 NumUsers: 0 WSAPISock2Usr: 0
22/02/2009 20:39:31 NumUsers: 0 WSAPISock2Usr: 0
23/02/2009 19:04:20 NumUsers: 1 WSAPISock2Usr: 1
23/02/2009 19:09:20 NumUsers: 0 WSAPISock2Usr: 0
23/02/2009 20:00:41 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 14:00:29 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 14:05:29 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 14:10:29 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 14:15:29 NumUsers: 1 WSAPISock2Usr: 1
24/02/2009 14:20:29 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 19:58:24 NumUsers: 1 WSAPISock2Usr: 1
24/02/2009 20:32:10 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 20:37:10 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 20:42:10 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 20:47:10 NumUsers: 0 WSAPISock2Usr: 0
24/02/2009 20:52:10 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 13:43:10 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 13:48:10 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 15:32:21 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 15:37:21 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 15:42:21 NumUsers: 1 WSAPISock2Usr: 1
05/03/2009 15:47:21 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 15:52:21 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 16:08:29 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 16:13:29 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 20:13:16 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 20:18:16 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 20:23:16 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 20:28:16 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 20:33:16 NumUsers: 0 WSAPISock2Usr: 0
05/03/2009 20:38:16 NumUsers: 0 WSAPISock2Usr: 0
06/03/2009 14:04:13 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 12:41:58 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 12:46:58 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:08:46 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:13:46 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:18:46 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:23:46 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:28:46 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:33:46 NumUsers: 0 WSAPISock2Usr: 0
07/03/2009 15:38:46 NumUsers: 0 WSAPISock2Usr: 0
08/03/2009 12:14:19 NumUsers: 0 WSAPISock2Usr: 0
09/03/2009 20:17:27 NumUsers: 1 WSAPISock2Usr: 1
12/03/2009 13:18:02 NumUsers: 0 WSAPISock2Usr: 0
12/03/2009 13:23:02 NumUsers: 1 WSAPISock2Usr: 1
15/03/2009 19:03:33 NumUsers: 0 WSAPISock2Usr: 0
15/03/2009 19:08:33 NumUsers: 0 WSAPISock2Usr: 0
15/03/2009 19:13:33 NumUsers: 0 WSAPISock2Usr: 0
16/03/2009 14:35:19 NumUsers: 0 WSAPISock2Usr: 0
16/03/2009 14:40:19 NumUsers: 0 WSAPISock2Usr: 0
16/03/2009 14:45:19 NumUsers: 0 WSAPISock2Usr: 0
16/03/2009 14:50:19 NumUsers: 0 WSAPISock2Usr: 0
16/03/2009 14:55:19 NumUsers: 0 WSAPISock2Usr: 0
16/03/2009 15:00:20 NumUsers: 0 WSAPISock2Usr: 0
18/03/2009 12:49:35 NumUsers: 0 WSAPISock2Usr: 0
21/03/2009 18:06:59 NumUsers: 1 WSAPISock2Usr: 1
21/03/2009 18:11:59 NumUsers: 0 WSAPISock2Usr: 0
21/03/2009 18:16:59 NumUsers: 0 WSAPISock2Usr: 0
21/03/2009 18:21:59 NumUsers: 0 WSAPISock2Usr: 0
21/03/2009 19:29:35 NumUsers: 0 WSAPISock2Usr: 0
21/03/2009 19:34:35 NumUsers: 0 WSAPISock2Usr: 0
21/03/2009 19:39:35 NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:12:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:17:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:22:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:27:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:32:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:37:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:42:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:47:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:52:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
06/08/2009 11:57:20 p.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:02:20 a.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:07:20 a.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:12:20 a.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:17:20 a.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:22:20 a.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:27:20 a.m. NumUsers: 0 WSAPISock2Usr: 0
07/08/2009 12:55:21 a.m. NumUsers: 0 WSAPISock2Usr: 0
28/08/2010 21:25:52 NumUsers: 0 WSAPISock2Usr: 0
28/08/2010 21:30:52 NumUsers: 0 WSAPISock2Usr: 0
28/08/2010 21:35:52 NumUsers: 0 WSAPISock2Usr: 0
28/08/2010 21:40:52 NumUsers: 0 WSAPISock2Usr: 0
28/08/2010 21:45:52 NumUsers: 0 WSAPISock2Usr: 0
28/08/2010 21:50:52 NumUsers: 1 WSAPISock2Usr: 1
16/09/2011 07:10:13 p.m. NumUsers: 1 WSAPISock2Usr: 0
18/09/2011 01:39:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 01:44:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 01:49:35 p.m. NumUsers: 1 WSAPISock2Usr: 1
18/09/2011 01:54:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 01:59:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 02:04:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 02:09:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 02:14:35 p.m. NumUsers: 1 WSAPISock2Usr: 1
18/09/2011 02:19:35 p.m. NumUsers: 1 WSAPISock2Usr: 1
18/09/2011 02:24:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 02:29:35 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 02:34:36 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 07:59:15 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:04:15 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:09:15 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:14:15 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:19:15 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:24:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:29:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:34:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:39:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:44:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:49:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:54:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 08:59:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:04:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:09:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:14:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:19:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:24:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:29:16 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:34:17 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:39:17 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:44:17 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:49:17 p.m. NumUsers: 0 WSAPISock2Usr: 0
18/09/2011 09:54:17 p.m. NumUsers: 0 WSAPISock2Usr: 0
